"Gender";"Country";"Age";"EmploymentStatus";"CurrentJobTitle";"LanguageRecommendation";"FormalEducation";"Major";"CompensationAmount";"CompensationCurrency";"TimeGatheringData";"TimeModelBuilding";"TimeProduction";"TimeVisualizing";"TimeFindingInsights";"TimeOtherSelect";"ExchangeRate"
"Female";"Germany";28;"Employed full-time";"Data Scientist";"R";"Master's degree";"Other";60000;"";60;10;0;20;10;0;NA
"Male";"Netherlands";49;"Employed full-time";"Data Scientist";"Python";"Master's degree";"";140000;"EUR";50;15;5;10;20;0;1,195826
"Female";"India";23;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Engineering (non-computer focused)";624000;"INR";40;10;0;30;20;0;0,01562
"Male";"Australia";37;"Employed full-time";"Software Developer/Software Engineer";"Python";"Doctoral degree";"Computer Science";4e+05;"USD";20;10;40;0;20;10;1
"Male";"Germany";32;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";70000;"EUR";50;30;5;10;5;0;1,195826
"Male";"United Kingdom";32;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Electrical Engineering";60000;"GBP";40;20;10;20;10;0;1,324188
"Female";"Philippines";37;"Employed full-time";"Engineer";"Matlab";"Doctoral degree";"Electrical Engineering";1e+06;"PHP";30;30;10;10;20;0;0,019637
"Male";"Sweden";41;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";103000;"USD";40;10;20;20;10;0;1
"Male";"Egypt";32;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Electrical Engineering";156000;"EGP";20;10;30;20;20;0;0,056656
"Male";"United Kingdom";28;"Employed full-time";"Machine Learning Engineer";"Python";"Doctoral degree";"Physics";38000;"GBP";35;35;10;10;10;0;1,324188
"Male";"Denmark";34;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Physics";4e+05;"DKK";30;30;10;20;10;0;0,16073
"Non-binary, genderqueer, or gender non-conforming";"Norway";33;"Employed full-time";"Software Developer/Software Engineer";"Python";"Doctoral degree";"Computer Science";75000;"USD";10;10;50;20;10;0;1
"Male";"United States";25;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Mathematics or statistics";108000;"";70;10;10;5;5;0;NA
"Male";"Kenya";26;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";3e+06;"KES";75;10;0;10;5;0;0,009726
"Male";"India";24;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Computer Science";1e+06;"INR";40;20;10;20;10;0;0,01562
"Male";"United States";38;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";74000;"USD";93;1;4;1;1;0;1
"Male";"Germany";52;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";55000;"EUR";30;40;0;20;10;0;1,195826
"Male";"South Africa";36;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Mathematics or statistics";250000;"USD";60;20;20;0;0;0;1
"Male";"United States";30;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Mathematics or statistics";62500;"USD";70;0;30;0;0;0;1
"Male";"United States";37;"Employed full-time";"Data Analyst";"SQL";"Bachelor's degree";"A humanities discipline";120000;"USD";30;20;0;0;50;0;1
"Male";"France";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";45000;"EUR";10;40;40;5;5;0;1,195826
"Male";"Brazil";28;"Employed full-time";"Data Scientist";"R";"Doctoral degree";"A health science";15;"";10;60;10;20;0;0;NA
"Male";"Germany";27;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Electrical Engineering";53000;"EUR";45;10;5;10;30;0;1,195826
"Male";"Germany";38;"Employed part-time";"Data Scientist";"R";"Doctoral degree";"Mathematics or statistics";24000;"EUR";30;30;10;30;0;0;1,195826
"Male";"India";23;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Mathematics or statistics";1500000;"INR";60;20;20;0;0;0;0,01562
"Male";"United States";34;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Engineering (non-computer focused)";4e+05;"USD";50;20;10;10;10;0;1
"Male";"Other";37;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";90000;"EUR";30;20;30;10;10;0;1,195826
"Male";"India";34;"Employed full-time";"Software Developer/Software Engineer";"R";"Master's degree";"Computer Science";1500000;"INR";60;10;10;10;10;0;0,01562
"Male";"Mexico";42;"Employed part-time";"Researcher";"R";"Master's degree";"Electrical Engineering";250000;"MXN";10;30;10;10;40;0;0,056414
"Male";"Germany";25;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Other";40000;"EUR";40;20;10;15;15;0;1,195826
"Male";"United States";52;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Physics";150000;"USD";10;20;50;10;10;0;1
"Male";"Germany";31;"Employed full-time";"Engineer";"Python";"Master's degree";"Engineering (non-computer focused)";90000;"CHF";5;15;5;50;25;0;1,043382
"Male";"Colombia";42;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Engineering (non-computer focused)";50000;"USD";50;30;0;10;10;0;1
"Female";"Argentina";33;"Employed full-time";"DBA/Database Engineer";"Python";"Professional degree";"";40000;"ARS";20;35;25;10;10;0;0,058444
"Female";"United States";28;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";150000;"USD";40;20;5;25;10;0;1
"Male";"India";30;"Independent contractor, freelancer, or self-employed";"Researcher";"Python";"Master's degree";"Computer Science";4e+05;"INR";15;25;30;10;20;0;0,01562
"Male";"India";21;"Employed full-time";"Programmer";"R";"Bachelor's degree";"Computer Science";0;"INR";20;20;20;20;20;NA;0,01562
"Male";"India";48;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Electrical Engineering";150000;"USD";40;20;0;20;20;0;1
"Male";"Switzerland";36;"Employed part-time";"Data Scientist";"Python";"Master's degree";"";123500;"CHF";50;10;20;10;0;10;1,043382
"Male";"Singapore";43;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"";3e+05;"SGD";50;5;5;20;20;0;0,742589
"Male";"France";24;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";45000;"EUR";50;20;20;0;10;0;1,195826
"Male";"Poland";32;"Independent contractor, freelancer, or self-employed";"Machine Learning Engineer";"Haskell";"Master's degree";"A humanities discipline";120000;"PLN";50;25;20;5;0;0;0,281104
"Male";"France";43;"Employed full-time";"Machine Learning Engineer";"Python";"Doctoral degree";"Computer Science";40000;"EUR";30;20;35;10;5;0;1,195826
"Female";"India";24;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";480000;"INR";70;10;10;5;5;0;0,01562
"Male";"India";34;"Employed full-time";"";"Scala";"Master's degree";"Information technology, networking, or system administration";6e+05;"";50;30;0;10;10;0;NA
"Male";"India";25;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Engineering (non-computer focused)";0;"INR";45;20;10;10;15;0;0,01562
"Male";"Brazil";33;"Employed part-time";"Machine Learning Engineer";"Python";"Master's degree";"Computer Science";57600;"BRL";50;20;10;20;0;0;0,32135
"Female";"Ireland";34;"Employed full-time";"Data Scientist";"";"Doctoral degree";"Computer Science";48000;"EUR";35;20;30;5;10;0;1,195826
"Male";"Italy";26;"Employed full-time";"Machine Learning Engineer";"Other";"Master's degree";"Computer Science";36000;"EUR";10;40;20;10;20;0;1,195826
"Male";"Brazil";22;"Employed full-time";"Business Analyst";"SQL";"Some college/university study without earning a bachelor's degree";"Management information systems";39000;"BRL";10;10;20;35;25;0;0,32135
"Male";"India";27;"Employed part-time";"Programmer";"Python";"Bachelor's degree";"Computer Science";3e+05;"INR";30;20;30;20;0;0;0,01562
"Male";"Italy";42;"Employed full-time";"Software Developer/Software Engineer";"R";"Master's degree";"Computer Science";38000;"EUR";90;5;1;2;2;0;1,195826
"Male";"India";29;"Employed full-time";"Data Analyst";"R";"Master's degree";"Electrical Engineering";3e+06;"INR";40;0;10;20;30;0;0,01562
"Male";"Turkey";27;"Employed full-time";"Scientist/Researcher";"Python";"Bachelor's degree";"Computer Science";54000;"TRY";55;10;10;15;10;0;0,29178
"Male";"United States";30;"Employed full-time";"Predictive Modeler";"Python";"Master's degree";"Mathematics or statistics";2e+05;"";60;20;20;0;0;0;NA
"Male";"United States";25;"Employed full-time";"Scientist/Researcher";"R";"Bachelor's degree";"Biology";30000;"USD";25;10;5;30;30;0;1
"Male";"India";24;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Engineering (non-computer focused)";315000;"INR";30;20;20;10;20;0;0,01562
"Male";"Other";35;"Employed full-time";"Computer Scientist";"Python";"Doctoral degree";"Computer Science";80000;"USD";50;30;5;10;5;0;1
"Male";"France";37;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";50000;"EUR";90;0;0;10;0;0;1,195826
"Male";"United States";26;"Employed full-time";"Data Analyst";"R";"Master's degree";"Computer Science";60000;"USD";35;0;0;35;30;0;1
"Female";"Russia";30;"Independent contractor, freelancer, or self-employed";"Data Scientist";"R";"Master's degree";"";120000;"USD";55;20;5;5;15;0;1
"Male";"Germany";NA;"Employed full-time";"Business Analyst";"R";"Master's degree";"Management information systems";80000;"EUR";40;40;0;10;10;0;1,195826
"Male";"Colombia";40;"Employed full-time";"Statistician";"Python";"Master's degree";"Mathematics or statistics";16000;"";60;10;0;20;10;0;NA
"Female";"Hong Kong";24;"Employed part-time";"Data Analyst";"Python";"Master's degree";"Physics";144000;"HKD";10;10;10;50;20;0;0,127998
"Male";"France";56;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Biology";95000;"EUR";65;5;10;20;0;0;1,195826
"A different identity";"Finland";37;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Physics";48000;"EUR";20;20;20;20;20;0;1,195826
"Female";"Netherlands";26;"Employed full-time";"Data Scientist";"R";"Master's degree";"Mathematics or statistics";35000;"EUR";40;20;0;20;20;0;1,195826
"Male";"Poland";38;"Employed full-time";"Data Analyst";"SQL";"Master's degree";"";43200;"PLN";50;15;15;10;10;0;0,281104
"Male";"United States";44;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Electrical Engineering";275000;"USD";50;15;10;10;15;0;1
"Male";"Canada";28;"Employed full-time";"Scientist/Researcher";"R";"Master's degree";"Engineering (non-computer focused)";35000;"CAD";10;40;20;10;20;0;0,823688
"Male";"Argentina";29;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Mathematics or statistics";52000;"";25;20;15;15;25;0;NA
"Male";"United States";31;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";150000;"USD";50;30;10;10;0;0;1
"Male";"Brazil";31;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Information technology, networking, or system administration";1e+05;"BRL";65;15;5;5;10;0;0,32135
"Male";"Singapore";42;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";1e+05;"";20;20;20;20;20;0;NA
"Male";"People 's Republic of China";29;"Employed full-time";"Engineer";"Python";"Master's degree";"Computer Science";50000;"";40;30;5;5;20;0;NA
"Female";"United States";28;"Employed full-time";"Other";"Python";"Master's degree";"";95000;"USD";10;0;50;10;30;0;1
"Male";"People 's Republic of China";22;"Independent contractor, freelancer, or self-employed";"Computer Scientist";"Python";"Bachelor's degree";"Computer Science";20000;"CNY";20;30;40;5;5;0;0,153
"Male";"Malaysia";24;"Employed full-time";"DBA/Database Engineer";"Python";"Bachelor's degree";"Computer Science";52000;"MYR";65;0;15;20;0;0;0,237786
"Male";"United States";25;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Mathematics or statistics";50000;"USD";50;10;5;5;10;20;1
"Male";"Malaysia";22;"Employed part-time";"Data Scientist";"SQL";"Bachelor's degree";"Computer Science";36000;"";60;0;20;20;0;0;NA
"Male";"Australia";30;"Employed full-time";"Researcher";"Python";"Master's degree";"Computer Science";0;"";5;20;50;15;10;0;NA
"Female";"United States";32;"Employed part-time";"Researcher";"Python";"Professional degree";"";30000;"USD";10;30;20;10;30;0;1
"Male";"United States";31;"Employed full-time";"Predictive Modeler";"R";"Master's degree";"Mathematics or statistics";98000;"";40;15;30;10;5;0;NA
"Male";"United States";49;"Employed full-time";"DBA/Database Engineer";"R";"Bachelor's degree";"Management information systems";112000;"USD";90;0;5;5;0;0;1
"Female";"United States";28;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Engineering (non-computer focused)";105000;"USD";40;10;0;0;50;0;1
"Male";"People 's Republic of China";25;"Employed full-time";"Software Developer/Software Engineer";"Java";"Bachelor's degree";"Computer Science";2e+05;"CNY";20;60;0;0;20;0;0,153
"Male";"Brazil";39;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Electrical Engineering";30000;"USD";40;20;10;30;0;0;1
"Male";"Other";33;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Other";720000;"RSD";20;30;10;25;15;0;0,01002
"Male";"Canada";41;"Employed full-time";"Predictive Modeler";"Python";"Master's degree";"";120000;"CAD";30;30;30;5;5;0;0,823688
"Female";"People 's Republic of China";45;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Physics";1200;"USD";0;100;0;0;0;0;1
"Male";"Hong Kong";38;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Engineering (non-computer focused)";455000;"HKD";40;20;0;20;20;0;0,127998
"Male";"People 's Republic of China";27;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";3e+05;"";50;10;0;40;0;0;NA
"Male";"Japan";51;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"";8e+06;"JPY";60;25;5;5;5;0;0,009108
"Male";"Canada";25;"Employed full-time";"Business Analyst";"Python";"Bachelor's degree";"A health science";60000;"";60;10;5;25;0;0;NA
"Male";"Brazil";27;"Employed full-time";"Scientist/Researcher";"Matlab";"Master's degree";"Engineering (non-computer focused)";20000;"BRL";0;100;0;0;0;0;0,32135
"Male";"Australia";27;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Other";80000;"AUD";40;10;10;20;20;0;0,80231
"Male";"India";25;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Engineering (non-computer focused)";550000;"INR";0;0;0;0;0;0;0,01562
"Male";"India";29;"Employed full-time";"Other";"R";"Master's degree";"Electrical Engineering";1500000;"INR";30;10;10;25;25;0;0,01562
"Male";"United States";25;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Management information systems";75000;"";30;25;15;20;10;NA;NA
"Male";"Australia";25;"Employed part-time";"Data Scientist";"Python";"Master's degree";"Other";6e+05;"INR";40;30;0;20;10;0;0,01562
"Female";"United States";29;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Physics";28000;"USD";30;40;10;10;10;0;1
"Male";"Canada";27;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"";71000;"CAD";60;10;10;10;10;0;0,823688
"Male";"Taiwan";42;"Employed full-time";"Data Analyst";"R";"Master's degree";"Mathematics or statistics";48000;"";25;25;0;25;25;0;NA
"Male";"United States";28;"Employed full-time";"Business Analyst";"Python";"Master's degree";"Physics";130000;"USD";40;15;0;30;15;0;1
"Male";"United States";52;"Employed full-time";"Researcher";"R";"Doctoral degree";"";125000;"USD";35;25;15;20;5;0;1
"Male";"Australia";27;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Electrical Engineering";85000;"";80;10;5;5;0;0;NA
"Male";"Indonesia";24;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Mathematics or statistics";6,8e+07;"IDR";40;20;10;20;10;0;7,6e-05
"Male";"People 's Republic of China";35;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"Other";150000;"CNY";40;40;0;10;10;0;0,153
"Male";"Other";50;"Independent contractor, freelancer, or self-employed";"Scientist/Researcher";"R";"Some college/university study without earning a bachelor's degree";"Physics";36000;"USD";20;40;20;10;10;0;1
"Male";"People 's Republic of China";24;"Employed full-time";"Machine Learning Engineer";"Python";"I did not complete any formal education past high school";"";0;"AED";20;20;0;20;40;0;0,272256
"Male";"People 's Republic of China";23;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Engineering (non-computer focused)";25000;"CNY";40;25;25;5;5;0;0,153
"Female";"United States";62;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Other";185000;"USD";0;50;0;10;40;0;1
"Male";"People 's Republic of China";35;"Employed full-time";"Data Scientist";"";"Professional degree";"";30000;"";10;30;20;10;30;0;NA
"Male";"People 's Republic of China";27;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Mathematics or statistics";12000;"ALL";20;30;10;15;25;0;0,008956
"Male";"United Kingdom";22;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Mathematics or statistics";23000;"";20;20;15;20;25;0;NA
"Male";"Brazil";19;"Employed part-time";"Computer Scientist";"Python";"I did not complete any formal education past high school";"";400;"BRL";30;10;0;10;50;0;0,32135
"Male";"Colombia";39;"Employed full-time";"Other";"Python";"Master's degree";"Electrical Engineering";85000;"";40;20;10;10;20;0;NA
"Male";"Taiwan";26;"Employed full-time";"Engineer";"Python";"Master's degree";"Computer Science";7e+05;"TWD";40;40;10;5;5;0;0,033304
"Male";"Canada";28;"Employed full-time";"Programmer";"Python";"Bachelor's degree";"Information technology, networking, or system administration";75000;"CAD";70;5;15;5;5;0;0,823688
"Female";"Colombia";29;"Employed full-time";"Machine Learning Engineer";"Matlab";"Master's degree";"Computer Science";40;"";60;10;30;0;0;0;NA
"Male";"People 's Republic of China";27;"Employed full-time";"Engineer";"Python";"Bachelor's degree";"Mathematics or statistics";170000;"CNY";50;30;15;5;0;0;0,153
"Male";"People 's Republic of China";25;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"";20000;"ALL";30;20;10;20;20;0;0,008956
"Male";"Canada";28;"Employed full-time";"Engineer";"SAS";"Master's degree";"Electrical Engineering";50000;"";25;50;0;25;0;0;NA
"Male";"Singapore";47;"Employed full-time";"Other";"Python";"Master's degree";"Computer Science";120000;"SGD";50;15;20;10;5;0;0,742589
"Male";"Mexico";24;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Mathematics or statistics";180000;"";20;40;10;20;10;0;NA
"Male";"United States";18;"Independent contractor, freelancer, or self-employed";"Programmer";"Python";"I did not complete any formal education past high school";"";20000;"";40;60;0;0;0;0;NA
"Female";"Canada";36;"Employed full-time";"Business Analyst";"";"Bachelor's degree";"Other";50000;"CAD";80;0;0;0;20;0;0,823688
"Male";"United States";35;"Employed full-time";"Data Analyst";"SQL";"Master's degree";"Engineering (non-computer focused)";1e+05;"";60;10;0;15;15;0;NA
"Male";"India";39;"Employed part-time";"Researcher";"Python";"Doctoral degree";"Physics";46000;"USD";50;40;0;5;5;0;1
"Female";"United States";34;"Employed full-time";"Engineer";"Python";"Doctoral degree";"Electrical Engineering";93000;"USD";70;10;0;10;10;0;1
"Male";"India";29;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Electrical Engineering";664000;"";0;0;0;0;20;80;NA
"Male";"India";50;"Independent contractor, freelancer, or self-employed";"Engineer";"Python";"Master's degree";"Mathematics or statistics";1500000;"INR";70;10;0;10;10;0;0,01562
"Male";"India";23;"Employed full-time";"Software Developer/Software Engineer";"";"Bachelor's degree";"Electrical Engineering";8e+05;"INR";30;20;15;15;20;0;0,01562
"Female";"Hong Kong";22;"Employed full-time";"Machine Learning Engineer";"Python";"";"Other";8000;"";20;20;50;5;5;0;NA
"Male";"Australia";29;"Employed full-time";"Data Scientist";"R";"Master's degree";"Physics";70000;"AUD";40;10;5;40;5;0;0,80231
"Male";"Chile";26;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";170000;"CLP";20;50;0;30;0;0;0,001606
"Male";"Brazil";29;"Employed full-time";"Data Scientist";"R";"Doctoral degree";"Computer Science";170000;"";40;40;0;10;10;0;NA
"Male";"United States";40;"Employed full-time";"Predictive Modeler";"Python";"Doctoral degree";"Other";115000;"";35;35;5;10;15;0;NA
"Female";"United States";33;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Other";51000;"USD";50;20;5;10;10;5;1
"Male";"United States";52;"Employed full-time";"Scientist/Researcher";"R";"Master's degree";"Computer Science";55000;"USD";50;15;5;15;15;0;1
"Male";"Singapore";24;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Mathematics or statistics";3800;"SGD";90;5;1;2;2;0;0,742589
"Non-binary, genderqueer, or gender non-conforming";"India";22;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Electrical Engineering";7e+05;"INR";20;20;20;20;20;0;0,01562
"Male";"United States";40;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Information technology, networking, or system administration";120000;"";25;40;10;15;10;0;NA
"Male";"Australia";31;"Employed full-time";"Data Analyst";"SQL";"Bachelor's degree";"A social science";130000;"";30;0;0;50;20;0;NA
"Male";"United States";43;"Employed full-time";"Data Scientist";"R";"Master's degree";"Computer Science";220000;"";10;5;5;5;50;25;NA
"Male";"Singapore";34;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";96000;"SGD";80;10;0;0;10;0;0,742589
"Female";"Vietnam";26;"Independent contractor, freelancer, or self-employed";"Researcher";"R";"Bachelor's degree";"Other";30000;"USD";20;20;20;20;20;0;1
"Male";"India";26;"Employed full-time";"Business Analyst";"";"Bachelor's degree";"Engineering (non-computer focused)";1500000;"";30;20;30;10;10;0;NA
"Male";"Argentina";43;"Employed full-time";"Data Miner";"Python";"Master's degree";"Physics";32000;"";60;10;10;15;5;0;NA
"Male";"Other";50;"Employed full-time";"Data Scientist";"R";"Master's degree";"Management information systems";1e+05;"EUR";30;40;5;5;20;0;1,195826
"Male";"India";27;"Employed full-time";"Predictive Modeler";"SAS";"Master's degree";"A social science";2100000;"INR";55;25;5;5;10;0;0,01562
"Male";"United States";28;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Mathematics or statistics";72500;"";30;20;30;20;0;0;NA
"Male";"Canada";48;"Employed full-time";"Data Scientist";"SAS";"Doctoral degree";"Mathematics or statistics";50000;"";50;90;70;100;40;0;NA
"Male";"India";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";2e+05;"INR";40;20;10;10;20;0;0,01562
"Male";"Singapore";26;"Employed full-time";"Researcher";"Python";"Bachelor's degree";"A social science";0;"AUD";60;25;5;5;5;0;0,80231
"Male";"India";26;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";6e+05;"";45;15;5;15;20;0;NA
"Male";"Brazil";27;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Computer Science";2e+05;"BRL";30;20;35;10;5;0;0,32135
"Male";"United States";33;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"";70000;"USD";70;10;5;5;10;0;1
"Male";"Singapore";33;"Employed full-time";"Other";"Python";"Master's degree";"Engineering (non-computer focused)";160000;"SGD";50;10;20;0;20;0;0,742589
"Male";"India";27;"Employed full-time";"Other";"SQL";"Master's degree";"Engineering (non-computer focused)";2500000;"";20;0;30;20;30;0;NA
"Male";"India";32;"Employed full-time";"DBA/Database Engineer";"Python";"Master's degree";"Computer Science";110000;"INR";50;20;5;15;10;0;0,01562
"Male";"Japan";27;"Employed full-time";"Researcher";"Python";"Master's degree";"Engineering (non-computer focused)";4500000;"JPY";20;10;40;30;0;0;0,009108
"Male";"Taiwan";48;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Information technology, networking, or system administration";30000;"USD";50;30;10;5;5;0;1
"Male";"India";27;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";24000;"";0;0;0;10;90;0;NA
"Male";"India";36;"Independent contractor, freelancer, or self-employed";"Machine Learning Engineer";"R";"Master's degree";"Mathematics or statistics";6e+05;"INR";10;25;20;20;25;0;0,01562
"Male";"United States";39;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Management information systems";115000;"USD";20;10;30;30;10;0;1
"Male";"People 's Republic of China";21;"Employed part-time";"Engineer";"C/C++/C#";"Bachelor's degree";"";320000;"CNY";10;30;30;10;20;0;0,153
"Male";"Indonesia";37;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Computer Science";19000;"";30;10;20;20;20;0;NA
"Male";"Singapore";35;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Electrical Engineering";120000;"SGD";40;20;10;10;20;0;0,742589
"Female";"United States";28;"Employed full-time";"Predictive Modeler";"R";"Master's degree";"";75000;"";80;20;0;0;0;0;NA
"Male";"India";31;"Employed full-time";"";"R";"Bachelor's degree";"Information technology, networking, or system administration";1400000;"INR";40;20;0;20;20;0;0,01562
"Female";"United States";27;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"A social science";1e+05;"USD";70;10;0;10;10;0;1
"Male";"Pakistan";28;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Electrical Engineering";6000;"USD";30;30;10;10;20;0;1
"Male";"India";24;"Employed full-time";"Business Analyst";"Python";"Bachelor's degree";"Engineering (non-computer focused)";9e+05;"INR";50;20;0;10;20;0;0,01562
"Male";"Japan";25;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Computer Science";4500000;"JPY";15;35;20;10;20;0;0,009108
"Male";"Pakistan";24;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Computer Science";720000;"PKR";70;20;0;10;0;0;0,009476
"Male";"India";26;"Employed full-time";"Other";"Python";"Bachelor's degree";"Computer Science";655000;"INR";30;20;10;20;20;0;0,01562
"Male";"Australia";43;"Employed full-time";"Data Scientist";"SAS";"Bachelor's degree";"Electrical Engineering";250000;"AUD";50;35;5;0;10;0;0,80231
"Male";"India";28;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Electrical Engineering";75000;"INR";30;50;10;10;0;0;0,01562
"Male";"United States";33;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Computer Science";93000;"USD";20;10;30;30;10;0;1
"Male";"United States";38;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";155000;"USD";50;0;30;10;10;0;1
"Male";"Vietnam";28;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";2000;"USD";30;20;20;10;20;0;1
"Female";"United States";45;"Employed part-time";"Engineer";"Python";"Master's degree";"Electrical Engineering";150000;"USD";30;40;10;10;10;0;1
"Male";"United States";21;"Employed part-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";50000;"INR";10;60;20;10;0;0;0,01562
"Male";"India";29;"Employed full-time";"Statistician";"R";"Master's degree";"";90000;"INR";50;20;10;0;20;0;0,01562
"Male";"United States";30;"Employed full-time";"Computer Scientist";"Python";"Master's degree";"Computer Science";130000;"SGD";10;30;30;10;10;0;0,742589
"Male";"United States";35;"Employed part-time";"Researcher";"Python";"Master's degree";"Computer Science";50000;"";25;30;5;20;20;0;NA
"Male";"United States";33;"Employed full-time";"Software Developer/Software Engineer";"Python";"Some college/university study without earning a bachelor's degree";"Computer Science";140000;"USD";20;5;30;20;25;0;1
"Male";"Other";28;"Employed full-time";"Engineer";"C/C++/C#";"Bachelor's degree";"Other";590000;"BDT";55;30;4;1;10;0;0,012162
"Male";"India";47;"Independent contractor, freelancer, or self-employed";"Data Analyst";"Python";"Master's degree";"Information technology, networking, or system administration";150000;"USD";30;20;10;20;20;0;1
